earchID,SearchDate,IPID,UserID,IsUserLoggedOn,SearchQuery,LocationID,CategoryID,SearchParams
19323,2015-05-10 20:08:09.0,382459,2070911,1,сумка,3960,22,{175:'Аксессуары'}
19342,2015-05-02 18:50:58.0,1585051,1440599,1,босоножки,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
19511,2015-05-06 09:24:16.0,905345,2179309,0,шуруповерт,4145,50,{44:'Инструменты'}
19542,2015-05-01 00:53:35.0,79253,1212348,0,золото,3960,11,{104:'Ювелирные изделия'}
19546,2015-05-17 08:50:27.0,298552,2672395,1,велосипеды бу,2840,4,{156:'Дорожные'}
19548,2015-05-08 06:39:57.0,476130,1800886,0,ваз,697,34,"{5:'Шины, диски и колёса'}"
19580,2015-05-10 20:10:54.0,1350864,1976665,0,samsung galaxy s4 mini,3193,41,{143:'Samsung'}
19581,2015-04-30 19:35:00.0,1861574,2066787,0,письменный стол,3953,38,{45:'Компьютерные столы и кресла'}
19584,2015-05-14 20:34:29.0,1510481,52881,0,туфли,992,22,"{83:'Обувь', 175:'Женская одежда'}"
19590,2015-05-01 12:01:52.0,722326,1531166,1,iphone 4s,3960,41,{143:'iPhone'}
19597,2015-04-30 11:37:42.0,1550034,2215342,1,б/у,2739,27,"{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
19605,2015-04-29 22:53:24.0,686691,2443353,0,htc one m8,3953,41,{143:'HTC'}
19656,2015-05-05 14:42:22.0,601492,3504250,1,стул,1653,38,{45:'Столы и стулья'}
19664,2015-05-06 21:49:21.0,114333,3017315,0,туфли,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
19689,2015-05-18 18:23:05.0,1975092,2714623,0,трехколесный велосипед,3960,47,{127:'Велосипеды и самокаты'}
19729,2015-05-13 10:44:51.0,1301035,2872377,1,джинсы,3953,60,"{111:'110-116 см (4-6 лет)', 179:'Брюки', 178:'Для девочек'}"
19750,2015-05-14 16:06:09.0,609743,2048295,0,фольксваген транспортер т5,3960,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Салон'}"
19764,2015-05-09 07:02:54.0,967589,4284134,1,руль,3104,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Рулевое управление'}"
19768,2015-05-05 01:44:10.0,102443,638816,1,nissan qashqai,3960,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Салон'}"
19771,2015-05-15 18:24:25.0,1732257,3590473,1,трехколесный самокат,3960,47,{127:'Велосипеды и самокаты'}
19924,2015-05-07 00:13:03.0,1671432,3360421,1,джинсовый комбинезон,2230,60,{178:'Для мальчиков'}
19935,2015-04-29 14:00:14.0,600221,3854469,0,золото,3953,11,{104:'Ювелирные изделия'}
19936,2015-04-30 16:47:00.0,1309876,2063731,1,сумка,3953,22,{175:'Аксессуары'}
19940,2015-05-03 10:46:37.0,959975,2377259,0,пинетки,2840,60,{178:'Для девочек'}
19943,2015-04-30 19:23:36.0,720696,406271,0,бензопила,3047,50,{44:'Инструменты'}
19947,2015-05-14 23:41:19.0,999953,1965414,0,кроссовки,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
19953,2015-05-05 14:56:57.0,485172,536287,0,плита электрическая,2225,27,"{486:'Плиты', 48:'Для кухни'}"
19967,2015-05-04 20:27:57.0,618436,3609432,1,canon,3953,44,{223:'Оборудование и аксессуары'}
19990,2015-05-07 15:19:04.0,1469536,4247635,1,диван,3953,38,"{45:'Кровати, диваны и кресла'}"
20008,2015-05-06 09:29:54.0,1147857,604845,0,led,733,26,{132:'Телевизоры и проекторы'}
20027,2015-05-01 00:53:53.0,2001184,292083,1,сумка,3960,22,{175:'Аксессуары'}
20030,2015-05-14 18:19:10.0,955554,3013586,0,кардиган,3960,22,"{83:'Трикотаж', 175:'Женская одежда', 93:'> 50 (XXL)'}"
20058,2015-04-29 13:43:01.0,1077814,1838688,0,кеды,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
20064,2015-05-07 22:44:18.0,326662,1330061,0,бампер,942,34,{5:'Аксессуары'}
20081,2015-05-01 18:12:09.0,1902055,3294486,1,комбинезон,3953,60,{178:'Для девочек'}
20082,2015-05-11 09:23:54.0,49138,2807748,0,хонда аккорд,1344,34,{5:'Запчасти'}
20113,2015-05-05 18:01:37.0,166447,2179051,1,инфинити qx56,3960,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Автосвет'}"
20117,2015-05-07 08:08:16.0,9181,3829,0,велосипед,942,4,{156:'Детские'}
20135,2015-05-14 12:39:06.0,2196431,340124,0,туфли красные,2885,22,"{83:'Обувь', 175:'Женская одежда', 88:'40'}"
20147,2015-05-01 21:21:26.0,309178,3863510,0,ветровка,3960,60,"{119:'98-104 см (2-4 года)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
20190,2015-05-03 12:56:20.0,2146600,2436929,1,opel,2885,34,"{5:'Шины, диски и колёса'}"
20191,2015-05-12 20:11:28.0,53268,2538771,0,обои,3960,50,{44:'Стройматериалы'}
20201,2015-05-14 00:17:03.0,569381,1514171,1,кресло,3960,38,"{45:'Кровати, диваны и кресла'}"
20213,2015-05-14 22:58:24.0,130163,1083954,1,люстра,3953,38,{45:'Освещение'}
20255,2015-04-29 14:52:25.0,273860,3441582,1,кроссовки,3939,60,"{124:'27', 110:'Обувь', 178:'Для мальчиков'}"
20305,2015-04-29 14:15:49.0,750323,1125737,0,резиновые,3953,60,"{124:'28', 110:'Обувь', 178:'Для мальчиков'}"
20318,2015-04-25 21:15:35.0,207032,11996,0,сумки,3953,22,{175:'Аксессуары'}
20341,2015-05-17 16:28:28.0,2088847,2425504,0,вольво,3960,34,{5:'Запчасти'}
20376,2015-05-07 19:03:04.0,933835,607071,0,парка,3960,60,"{112:'98-104 см (2-4 года)', 179:'Верхняя одежда', 178:'Для девочек'}"
20377,2015-05-05 04:04:47.0,1514110,1606954,1,рубанок,3960,50,{44:'Инструменты'}
20379,2015-05-03 16:17:49.0,1602251,2907044,0,платье,1344,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'44–46 (M)'}"
20408,2015-05-17 18:54:10.0,2059636,4199728,0,беговая дорожка,3960,5,{165:'Фитнес и тренажёры'}
20411,2015-05-15 01:42:23.0,1913015,518259,0,диван,3953,38,"{45:'Кровати, диваны и кресла'}"
20412,2015-05-06 10:04:23.0,1766852,1136047,0,босаножки,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'40'}"
20465,2015-04-27 20:01:17.0,224995,2314114,0,платье,3953,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'44–46 (M)'}"
20506,2015-05-13 17:38:31.0,1799792,3210274,0,mazda 3 бампер,697,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
20537,2015-05-11 10:36:47.0,1196652,2499271,0,кухонные гарнитуры,3928,38,{45:'Кухонные гарнитуры'}
20555,2015-05-08 14:57:28.0,2188372,3881433,0,часы женские,2840,11,{104:'Часы'}
20602,2015-05-07 15:49:00.0,1462028,3084832,0,5,1294,41,{143:'iPhone'}
20612,2015-05-02 15:12:45.0,1847506,1696628,0,диски на ваз,3960,34,"{5:'Шины, диски и колёса', 709:'Диски'}"
20614,2015-04-30 20:58:09.0,659911,60246,0,босоножки,1261,60,{178:'Для девочек'}
20666,2015-05-06 21:37:39.0,39584,1531917,0,форд фокус 2,44,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Трансмиссия и привод'}"
20696,2015-04-25 21:02:21.0,1511930,647300,1,босоножки,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
20706,2015-05-09 11:58:41.0,1906879,1585773,1,эспадрильи,2885,22,"{176:'Обувь', 175:'Мужская одежда', 98:'41'}"
20721,2015-04-30 09:00:20.0,2156783,1776741,0,туфли,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'40'}"
20731,2015-05-11 08:46:22.0,1687859,2481844,0,хонда цивик,697,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
20734,2015-04-29 11:07:14.0,140913,1218733,0,коляска cam,2840,47,{127:'Детские коляски'}
20755,2015-05-20 15:10:20.0,984911,2139509,0,бу купить,2643,27,"{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
20762,2015-05-12 21:46:40.0,938541,4009474,1,макасины,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
20804,2015-05-16 16:02:23.0,497211,1405305,0,холодильник,3960,27,"{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
20823,2015-05-02 17:22:55.0,802967,197869,0,босоножки,992,22,"{83:'Обувь', 175:'Женская одежда'}"
20843,2015-05-02 00:03:31.0,844620,2167448,0,ботильоны,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
20871,2015-05-08 05:50:35.0,271608,3750764,0,2 din,576,34,{5:'Аудио- и видеотехника'}
20902,2015-05-07 20:08:32.0,362513,1170363,1,толстовка,733,60,{178:'Для мальчиков'}
20988,2015-05-04 08:33:07.0,971891,116524,1,jbl,992,26,"{132:'Акустика, колонки, сабвуферы'}"
21027,2015-05-05 13:28:56.0,630938,304764,0,блузки,3953,60,"{478:'134-140 см (8-10 лет)', 179:'Трикотаж', 178:'Для девочек'}"
21084,2015-05-06 16:53:26.0,1296805,1561001,1,гантели,3960,5,{165:'Фитнес и тренажёры'}
21130,2015-05-10 19:24:04.0,497859,933851,1,комод,992,38,{45:'Шкафы и комоды'}
21145,2015-04-25 15:12:13.0,986808,664805,1,шелк,3953,22,{175:'Женская одежда'}
21161,2015-05-13 21:08:06.0,247215,1741092,1,seiko,3953,11,{104:'Часы'}
21190,2015-05-06 12:57:11.0,1820958,2027128,0,кроссовки,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'40'}"
21261,2015-04-30 23:09:19.0,889665,4299104,0,пила,3953,50,{44:'Инструменты'}
21288,2015-05-08 16:24:26.0,996228,1675981,1,ipad mini,3960,25,{140:'Планшеты'}
21341,2015-05-07 08:14:22.0,983575,433522,1,самокат,4480,47,{127:'Велосипеды и самокаты'}
21350,2015-05-10 14:02:54.0,396543,1125318,0,ланос,980,34,"{598:'Для автомобилей', 5:'Запчасти'}"
21372,2015-05-05 16:14:53.0,640383,57189,0,фара нас тойоту короллу,547,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Автосвет'}"
21419,2015-05-11 11:55:17.0,874232,3651916,1,ботинки,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
21426,2015-05-09 23:33:33.0,2007226,542421,1,светодиодные лампы,3960,38,{45:'Освещение'}
21451,2015-05-13 17:17:19.0,1319786,3077383,1,игры для ps3,3953,13,{137:'Игры для приставок'}
21494,2015-05-18 15:54:18.0,1609705,258437,0,yongnuo,3953,44,{223:'Оборудование и аксессуары'}
21504,2015-05-11 20:19:39.0,2172468,532149,1,туфли,3335,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
21515,2015-05-07 19:04:34.0,1640947,1182245,0,купальник,2430,60,"{179:'Другое', 178:'Для девочек'}"
21517,2015-05-13 07:17:20.0,175201,122998,0,ford mondeo 4,3953,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Подвеска'}"
21523,2015-05-12 15:01:55.0,415200,1006621,0,рама,2885,34,{5:'Запчасти'}
21536,2015-05-18 17:07:50.0,2142393,2933752,0,yamaha,3960,26,{132:'Усилители и ресиверы'}
21569,2015-05-06 12:31:17.0,231001,3990752,1,часы мужские,547,11,{104:'Часы'}
21574,2015-05-15 20:18:28.0,636761,1675350,0,мягкие игрушки,1110,47,{127:'Игрушки'}
21585,2015-05-07 13:28:27.0,2011145,507519,0,ветровка,3953,60,"{119:'110-116 см (4-6 лет)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
21597,2015-04-30 11:30:41.0,1587531,1178095,0,iphone,1667,41,{143:'iPhone'}
21601,2015-04-27 09:51:06.0,569763,1171394,0,кроссовки,547,60,"{124:'36', 110:'Обувь', 178:'Для мальчиков'}"
21632,2015-04-30 03:01:10.0,284142,122640,1,кеды,1261,60,"{179:'Обувь', 178:'Для девочек'}"
21658,2015-05-17 13:48:58.0,1566007,87000,0,кожаный диван,3976,38,"{45:'Кровати, диваны и кресла'}"
21674,2015-05-05 10:11:37.0,1747267,3614282,0,кожа,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
21689,2015-05-01 18:46:39.0,1734526,3430868,1,босаножки,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
21694,2015-05-04 02:34:33.0,1397679,1863470,1,ваз,2840,34,"{5:'Шины, диски и колёса'}"
21704,2015-04-29 22:26:48.0,424181,2864039,1,шорты,4145,60,{178:'Для мальчиков'}
21758,2015-05-06 08:04:01.0,1368908,3303490,0,платье,3939,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'42–44 (S)'}"
21759,2015-05-17 20:27:02.0,651770,4196792,0,кроссовки,3976,60,{178:'Для девочек'}
21806,2015-05-06 21:08:24.0,354215,1337234,1,туфли,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'40'}"
21835,2015-05-04 12:39:14.0,1472651,4314056,0,louis vuitton,2885,22,{175:'Аксессуары'}
21856,2015-04-26 19:08:51.0,1181687,3552111,0,кросовки,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
21897,2015-05-06 21:51:47.0,1901886,1640552,0,виниловый проигрыватель,3960,26,"{132:'Музыкальные центры, магнитолы'}"
21945,2015-05-06 14:50:17.0,1925303,1948054,0,холодильник,2840,27,"{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
21947,2015-05-06 07:49:44.0,1518498,3746125,1,ботинки,992,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
21976,2015-05-01 14:12:26.0,757980,1011811,1,nokia,3960,41,{143:'Nokia'}
22016,2015-05-14 13:25:38.0,1383928,3920208,1,кожа,3939,22,{175:'Аксессуары'}
22017,2015-04-30 17:41:07.0,547830,1919856,1,ем,2840,27,{48:'Для дома'}
22022,2015-05-09 19:23:16.0,1937283,1289464,1,коляска 2 в 1,3953,47,{127:'Детские коляски'}
22042,2015-05-12 15:28:09.0,1806354,2948279,0,iphone 6,3960,41,{143:'iPhone'}
22045,2015-05-12 17:01:02.0,767890,3504826,0,стулья бу,3960,38,{45:'Столы и стулья'}
22059,2015-05-11 09:58:10.0,1820624,2672852,1,велотренажер,2164,5,{165:'Фитнес и тренажёры'}
22070,2015-05-03 14:55:22.0,1301038,565380,1,италия,3960,22,{175:'Аксессуары'}
22089,2015-05-17 10:45:27.0,1469710,800142,0,кросовки,3960,60,"{125:'20', 179:'Обувь', 178:'Для девочек'}"
22093,2015-04-29 11:15:56.0,1366259,2677906,1,ключи,343,50,{44:'Инструменты'}
22110,2015-05-04 21:50:17.0,944452,1169921,1,mega bloks,2885,47,{127:'Игрушки'}
22132,2015-05-03 20:44:40.0,1092916,2887915,0,lee,3960,22,"{176:'Верхняя одежда', 175:'Мужская одежда', 96:'44–46 (S)'}"
22144,2015-05-01 22:23:03.0,856998,3199595,1,кресло,3953,38,{45:'Компьютерные столы и кресла'}
22178,2015-04-27 07:38:04.0,2199552,1042369,0,на танкетке,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'39'}"
22224,2015-05-03 12:42:49.0,1001813,3482196,0,креслокровать,230,38,"{45:'Кровати, диваны и кресла'}"
22228,2015-05-02 09:33:52.0,1962993,394515,0,колонки,992,26,"{132:'Акустика, колонки, сабвуферы'}"
22238,2015-05-03 00:21:20.0,10385,1100344,0,резиновые,3953,60,"{125:'< 19', 179:'Обувь', 178:'Для девочек'}"
22248,2015-05-07 11:10:35.0,370151,2906648,1,шины бу,3960,34,"{709:'Шины', 731:'195', 733:'15', 732:'50', 5:'Шины, диски и колёса', 734:'Летние'}"
22281,2015-05-09 16:16:57.0,46020,3058459,1,ipad,3976,25,{140:'Планшеты'}
22282,2015-04-27 21:41:37.0,1100272,2216081,0,угловой диван,2885,38,"{45:'Кровати, диваны и кресла'}"
22291,2015-05-07 03:28:49.0,2200490,1112138,1,резиновые сапоги,2225,60,"{179:'Обувь', 178:'Для девочек'}"
22307,2015-05-14 23:10:18.0,335537,1308017,0,мокасины,1261,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
22346,2015-05-16 16:34:02.0,1707681,1600259,0,кеды,1344,60,"{179:'Обувь', 178:'Для девочек'}"
22377,2015-05-11 16:08:59.0,194873,4095712,1,iphone 5s новый,3960,41,{143:'iPhone'}
22382,2015-05-11 22:09:56.0,1867522,917807,1,так,924,50,{44:'Садовая техника'}
22389,2015-05-03 11:34:32.0,1347410,1683475,0,на танкетке,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
22409,2015-04-25 21:46:41.0,1015724,3953929,0,стул,3953,38,{45:'Столы и стулья'}
22421,2015-04-26 23:14:59.0,1010750,2081114,0,угловой диван,3953,38,"{45:'Кровати, диваны и кресла'}"
22425,2015-05-10 01:08:41.0,1606000,1061599,0,туфли,2840,22,"{176:'Обувь', 175:'Мужская одежда', 98:'43'}"
22450,2015-05-13 19:37:54.0,1161516,1922178,0,apple ipad air,3960,25,{140:'Планшеты'}
22480,2015-05-05 16:35:04.0,680077,3871177,1,дэу нексия,1294,34,{5:'Запчасти'}
22498,2015-04-30 22:40:26.0,2113263,521168,0,на ваз,1102,34,"{5:'Шины, диски и колёса'}"
22507,2015-05-07 19:59:02.0,690354,4296813,1,m8,2885,41,{143:'HTC'}
22515,2015-05-12 20:13:47.0,1390294,411024,1,5s,3953,41,{143:'iPhone'}
22517,2015-04-25 20:50:03.0,1117736,2547223,0,джинсы,3921,60,{178:'Для девочек'}
22530,2015-05-09 13:48:27.0,1198949,2788435,0,ipad,2840,25,{140:'Планшеты'}
22575,2015-04-29 23:49:08.0,737225,209278,1,сумка,3960,22,{175:'Аксессуары'}
22588,2015-05-12 11:21:16.0,1714804,1953376,0,решетка,3960,34,"{598:'Для автомобилей', 5:'Запчасти'}"
22611,2015-05-15 19:00:54.0,1111886,614790,1,туфли,3960,60,"{125:'35', 179:'Обувь', 178:'Для девочек'}"
22668,2015-05-12 06:05:48.0,790734,3592296,0,хонда crv,3921,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
22709,2015-05-15 09:44:09.0,1615379,1169128,1,кеды,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
22717,2015-05-15 10:17:14.0,840032,3707033,0,форд фокус 3,3953,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Трансмиссия и привод'}"
22734,2015-04-29 15:55:44.0,2016472,2480769,1,детский диван,230,38,"{45:'Кровати, диваны и кресла'}"
22823,2015-05-18 20:27:54.0,1154957,400699,0,шкаф,1344,38,{45:'Шкафы и комоды'}
22857,2015-04-29 09:50:05.0,322967,3067512,0,туфли,3960,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
22877,2015-04-28 20:39:59.0,2166618,2901180,0,кроссовки,3960,22,"{176:'Обувь', 175:'Мужская одежда', 98:'41'}"
22901,2015-05-15 00:10:56.0,1161091,4214231,0,reima,3960,60,{178:'Для мальчиков'}
22933,2015-05-03 09:54:41.0,457915,3843891,0,диван бу,992,38,"{45:'Кровати, диваны и кресла'}"
22944,2015-05-12 10:24:44.0,1969740,275304,0,плащ,2430,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'> 50 (XXL)'}"
22993,2015-05-02 22:58:53.0,651036,1030352,0,поло,3960,22,"{176:'Трикотаж и футболки', 175:'Мужская одежда', 101:'44–46 (S)'}"
22994,2015-04-30 22:27:49.0,156614,1502940,0,комод,3960,38,{45:'Шкафы и комоды'}
22997,2015-05-08 14:55:07.0,733076,928829,0,фольксваген,1309,34,"{598:'Для автомобилей', 5:'Запчасти'}"
23026,2015-05-02 20:19:37.0,874142,1119491,0,iphone 6,3960,41,{143:'iPhone'}
23049,2015-05-15 20:54:45.0,1959286,808695,0,платье,3960,60,"{115:'110-116 см (4-6 лет)', 179:'Платья и юбки', 178:'Для девочек'}"
23052,2015-05-10 14:35:22.0,850749,674793,0,двери опель вектра б,3953,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Кузов'}"
23054,2015-05-02 20:39:14.0,933835,3534547,0,сумка,3960,22,{175:'Аксессуары'}
23064,2015-04-30 21:55:37.0,1770965,4301138,1,asus,1261,25,{140:'Планшеты'}
23113,2015-05-01 01:33:05.0,133602,829093,1,сапоги,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
23118,2015-04-28 13:23:58.0,165658,3934268,1,сумка,3953,22,{175:'Аксессуары'}
23120,2015-05-10 15:14:42.0,954894,1436545,1,диван,3771,38,"{45:'Кровати, диваны и кресла'}"
23149,2015-04-26 21:09:07.0,837110,231535,1,сапоги,4111,22,"{83:'Обувь', 175:'Женская одежда', 88:'37'}"
23153,2015-05-04 02:12:45.0,310972,4115710,0,прогулочная коляска,3960,47,{127:'Детские коляски'}
23180,2015-05-05 16:52:31.0,1692961,4153645,0,угловой диван бу,3953,38,"{45:'Кровати, диваны и кресла'}"
23226,2015-05-07 14:39:15.0,2003294,1118,1,yokohama,2885,34,"{731:'265', 733:'16', 732:'70', 5:'Шины, диски и колёса', 709:'Шины'}"
23263,2015-05-17 13:19:19.0,386029,280226,0,sony z3,2685,41,{143:'Sony'}
23282,2015-05-02 17:31:01.0,938264,2005638,0,пальто,992,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'44–46 (M)'}"
23301,2015-05-13 23:53:28.0,2131006,286378,1,джинсы,3960,60,{178:'Для девочек'}
23306,2015-05-05 12:57:51.0,884857,2747472,0,холодильник бу,2840,27,"{486:'Холодильники и морозильные камеры', 48:'Для кухни'}"
23308,2015-04-27 15:58:11.0,278820,500192,1,диван,547,38,"{45:'Кровати, диваны и кресла'}"
23339,2015-05-01 11:36:00.0,1353778,595434,0,велосипеды горные,3960,4,{156:'Горные'}
23342,2015-05-06 19:47:57.0,346381,2918660,0,золотая подвеска,3953,11,{104:'Ювелирные изделия'}
23410,2015-05-07 09:36:49.0,47269,3406285,0,шкаф угловой,3953,38,{45:'Шкафы и комоды'}
23414,2015-04-25 07:08:22.0,1537756,1667878,1,болгарка бу,1344,50,{44:'Инструменты'}
23430,2015-04-27 08:05:49.0,33221,2641027,0,кросовки,2430,22,"{176:'Обувь', 175:'Мужская одежда'}"
23438,2015-05-06 10:59:01.0,23248,95256,0,серьги -кольца,3960,11,{104:'Ювелирные изделия'}
23472,2015-05-17 14:38:41.0,2085566,1619672,0,самокат трехколесный,3960,47,{127:'Велосипеды и самокаты'}
23505,2015-04-28 19:06:30.0,400631,2344344,1,мужская,1344,22,"{83:'Обувь', 175:'Женская одежда'}"
23508,2015-05-07 13:23:42.0,1480603,3324265,1,фара камри,2840,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Электрооборудование'}"
23518,2015-05-11 11:05:09.0,2139102,4221685,0,рубанок,2885,50,{44:'Инструменты'}
23553,2015-05-10 16:26:06.0,1829960,1617164,0,босоножки,4111,60,"{125:'33', 179:'Обувь', 178:'Для девочек'}"
23561,2015-05-14 21:14:27.0,136941,2169539,0,туфли,3953,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
23654,2015-04-30 07:41:56.0,2031421,4294205,1,lexus rx,3771,34,"{598:'Для автомобилей', 5:'Запчасти'}"
23663,2015-04-29 16:41:00.0,1084102,251203,0,кожаная куртка,3960,22,"{83:'Верхняя одежда', 175:'Женская одежда'}"
23667,2015-05-17 15:29:39.0,52518,2739117,0,xbox 360,3953,13,{137:'Игры для приставок'}
23689,2015-05-09 09:17:10.0,495819,2694794,1,s5,2875,41,{143:'Samsung'}
23744,2015-04-27 23:46:00.0,1241017,803128,0,ветровка,1261,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'42–44 (S)'}"
23747,2015-05-05 22:28:21.0,842444,3795060,1,tommy hilfiger,3960,22,{175:'Женская одежда'}
23750,2015-04-30 20:36:39.0,1712875,4012155,0,кухоня б/у,3953,38,{45:'Кухонные гарнитуры'}
23755,2015-05-13 09:31:03.0,1774262,763307,0,бампер задний toyota corolla,2885,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Автосвет'}"
23798,2015-05-16 14:49:58.0,781120,512758,0,диван бу,4294,38,"{45:'Кровати, диваны и кресла'}"
23814,2015-05-18 20:38:27.0,170017,1105576,0,шуба норковая,3960,22,"{83:'Верхняя одежда', 175:'Женская одежда', 86:'> 50 (XXL)'}"
23825,2015-05-19 11:16:42.0,1431561,1159779,0,юбка,3960,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'46–48 (L)'}"
23829,2015-05-12 13:14:36.0,2154883,467172,0,кроссовки,3335,22,"{83:'Обувь', 175:'Женская одежда'}"
23846,2015-05-10 17:15:05.0,1534511,2336279,0,короткое платье,3960,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'44–46 (M)'}"
23883,2015-05-05 20:19:55.0,2156420,3910774,1,юбка,3335,22,"{83:'Платья и юбки', 175:'Женская одежда'}"
23884,2015-05-16 17:50:46.0,114195,843611,0,телевизор,346,26,{132:'Телевизоры и проекторы'}
23889,2015-05-20 07:36:51.0,1970341,757360,0,sony xperia z2,2225,41,{143:'Sony'}
23923,2015-04-29 16:13:05.0,133700,125538,1,телевизор,1261,26,{132:'Телевизоры и проекторы'}
23975,2015-05-12 17:25:50.0,367712,2052204,1,паджеро спорт,3193,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Двигатель'}"
24013,2015-05-03 21:47:12.0,1417842,777546,0,на 3 года,44,60,{178:'Для девочек'}
24072,2015-05-06 01:20:41.0,971287,1821595,1,куртка,3953,60,"{119:'86-92 см (1-2 года)', 110:'Верхняя одежда', 178:'Для мальчиков'}"
24091,2015-05-07 16:59:53.0,1213849,4094997,1,кроссовки,3771,22,"{83:'Обувь', 175:'Женская одежда', 88:'38'}"
24098,2015-05-13 23:02:19.0,1373380,724311,0,мокасины мужские,3960,22,{175:'Мужская одежда'}
24123,2015-05-02 21:10:48.0,4442,1209706,1,стойка,3771,34,"{598:'Для автомобилей', 5:'Запчасти', 817:'Подвеска'}"
24179,2015-05-08 20:30:00.0,1469526,4254338,0,самокат,1294,47,{127:'Велосипеды и самокаты'}
24220,2015-04-27 12:53:40.0,534092,3195070,1,кардиган,2885,22,{175:'Женская одежда'}
24250,2015-04-26 14:45:16.0,1363337,3404168,1,платье,547,22,"{83:'Платья и юбки', 175:'Женская одежда', 90:'40–42 (XS)'}"
24269,2015-05-05 17:48:33.0,99051,4158871,1,музыкальный центр sony,3953,26,"{132:'Музыкальные центры, магнитолы'}"
24300,2015-05-11 23:47:18.0,1597767,3172394,1,кеды,3960,60,"{125:'28', 179:'Обувь', 178:'Для девочек'}"
24310,2015-05-10 12:29:05.0,439370,1589347,0,усилитель,2652,26,{132:'Усилители и ресиверы'}
24315,2015-05-07 14:11:10.0,927829,3811407,0,lacoste,3960,22,"{176:'Обувь', 175:'Мужская одежда'}"
24354,2015-05-15 20:42:46.0,1782033,3253963,1,платье,3953,60,"{115:'134-140 см (8-10 лет)', 179:'Платья и юбки', 178:'Для девочек'}"
24359,2015-05-03 00:54:04.0,1247384,3438173,0,iphone 6,3953,41,{143:'iPhone'}
24419,2015-05-10 00:11:38.0,1820176,1981030,1,кроссовки,3953,22,"{176:'Обувь', 175:'Мужская одежда', 98:'44'}"
24454,2015-05-17 21:53:07.0,197531,896299,0,диваны,3960,38,"{45:'Кровати, диваны и кресла'}"
24468,2015-05-17 02:53:26.0,949331,3324333,0,nokia lumia,3960,41,{143:'Nokia'}
24470,2015-05-07 18:58:44.0,1521468,1970458,0,тойота камри 40,2885,34,{5:'Запчасти'}
