AdID,LocationID,CategoryID,Params,Price,Title,IsContext
21789433,,50.0,{44:'Инструменты'},7390.0,Бензиновый генератор Huter HT950A,1
21789621,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",1700.0,Крыло переднее левое Форд Фокус 3/ Ford Focus 3,1
21796201,,22.0,{175:'Аксессуары'},2700.0,Сумка Chanel,1
21803378,,60.0,"{110:'Обувь', 178:'Для мальчиков'}",2949.0,Ботинки,1
21807133,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4890.0,Запчасти б/у и новые для ford focus (11/98-10/01),1
21808630,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",1.0,Контрактный двигатель Ауди А6 2.0TDI  BRE   07г.,1
21811836,,11.0,{104:'Бижутерия'},250.0,Кольцо Всевластия оптом,1
21814127,,38.0,{45:'Шкафы и комоды'},10600.0,Угловой книжный шкаф Верона-2,1
21829943,,44.0,{223:'Зеркальные фотоаппараты'},39990.0,Фотоаппарат зеркальный Canon EOS 600D Kit 18-135,1
21834229,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",64000.0,АКПП 722.6 для Мерседес разных моделей,1
21839867,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5840.0,Запчасти б/у и новые для hyundai santa fe (12-),1
21844355,,27.0,"{48:'Для кухни', 486:'Холодильники и морозильные камеры'}",3000.0,Зил,1
21850239,,27.0,"{48:'Для дома', 487:'Стиральные машины'}",57990.0,Стиральная машина с сушкой Vestfrost VFWD 1461 Cal,1
21855410,,22.0,"{175:'Мужская одежда', 176:'Трикотаж и футболки'}",695.0,Футболка с длинными рукавами,1
21855691,,25.0,{140:'Планшеты'},2100.0,МегаФон Login 2,1
21856858,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",12710.0,Запчасти б/у и новые для nissan murano (09-),1
21859740,,47.0,{127:'Детские коляски'},5900.0,Коляска прогулочная SAVANNA,1
21865837,,47.0,{127:'Велосипеды и самокаты'},5990.0,Велосипед для малыша Navigator Lexus Combi T55927,1
21871248,,22.0,"{83:'Обувь', 175:'Женская одежда'}",4499.0,Мокасины из кожи,1
21872606,,25.0,{140:'Планшеты'},4100.0,Ritmix RMD-1027,1
21873072,,38.0,{45:'Шкафы и комоды'},6900.0,Комод Лидер 2.5,1
21875004,,53.0,{181:'Для ресторана'},30000.0,"Пароконвектомат, конвекционная печь",1
21875523,,38.0,"{45:'Кровати, диваны и кресла'}",12300.0,Модульный диван Монца. Выбор модулей и обивки.,1
21877639,,22.0,"{175:'Мужская одежда', 176:'Обувь'}",2890.0,Слипоны,1
21883053,,38.0,{45:'Столы и стулья'},4750.0,Стол письменный КС 2013 слива ,1
21883100,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",10870.0,Запчасти б/у и новые для toyota rav4 (13-),1
21885814,,60.0,"{110:'Трикотаж', 178:'Для мальчиков'}",999.0,Футболка,1
21887827,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",2199.0,Платье,1
21887878,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3910.0,Запчасти б/у и новые для opel insignia (08-),1
21901327,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4560.0,Запчасти б/у и новые для kia rio (11-),1
21902596,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",1390.0,Платье Lamania с доставкой,1
21903992,,22.0,"{175:'Мужская одежда', 176:'Обувь'}",3599.0,Ботинки из кожи SOFT GREY,1
21905709,,26.0,"{132:'Музыкальные центры, магнитолы'}",91000.0,Музыкальный центр Naim Mu-so,1
21908673,,47.0,{127:'Велосипеды и самокаты'},1702.5,Трехколесный самокат от Маши и Медведя,1
21910006,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5500.0,Дверь задняя Nissan X-Trail T30,1
21920689,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",2639.0,Платье с поясом,1
21923121,,38.0,"{45:'Кровати, диваны и кресла'}",27000.0,Угловой диван Император-6 с кожаными подлокотникам,1
21923658,,27.0,"{48:'Для кухни', 486:'Плиты'}",36110.0,Газовая плита Bosch HGG 23 W 365 R,1
21927062,,60.0,"{110:'Трикотаж', 178:'Для мальчиков'}",690.0,Лонгслив IANA,1
21929657,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",7960.0,Запчасти б/у и новые для subaru forester (09- ),1
21933205,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",7500.0,Капот Киа Спортейдж,1
21938855,,27.0,"{48:'Для дома', 487:'Пылесосы'}",5200.0,Пылесос Electrolux scanimal белый,1
21939178,,50.0,{44:'Инструменты'},9031.0,Штроборез Калибр Мастер ШТБЭ-1500/125М 00000048777,1
21951436,,47.0,{127:'Игрушки'},599.0,Умка Настольная 3d игра-ходилка,1
21960331,,26.0,{132:'Усилители и ресиверы'},1530.0,Цифровой телевизионный DVB-T2 ресивер TESLER DSR-1,1
21962837,,38.0,{45:'Шкафы и комоды'},39900.0,Гостиная Бирма,1
21964581,,25.0,{140:'Планшеты'},10990.0,Планшет Acer Iconia Tab W4-820 32Gb Wi-Fi Grey,1
21968543,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3820.0,Запчасти б/у и новые для hyundai santa fe (12-),1
21970014,,16.0,{162:'Пианино и другие клавишные'},23188.0,Микшерный пульт Yamaha EMX512SC,1
21985093,,60.0,"{178:'Для девочек', 179:'Обувь'}",1399.0,Босоножки,1
21995775,,34.0,{5:'Аксессуары'},14900.0,Лебедка P6000 12V  с тяговым усилием 2500 кг,1
21996201,,34.0,{5:'Аудио- и видеотехника'},26542.0,Штатная магнитола Winca s100 для Audi A8,1
22014369,,41.0,{143:'Другие марки'},10990.0,Мобильный телефон Asus ZenFone 5 A502CG (красный),1
22025435,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3850.0,Запчасти б/у и новые для mitsubishi outlander xl (,1
22028454,,41.0,{143:'Philips'},9990.0,Мобильный телефон Philips Xenium W6610,1
22031596,,38.0,{45:'Столы и стулья'},1892.0,Стол Palisad Camping 69584,1
22034073,,50.0,{44:'Инструменты'},1190.0,Набор фрез для фрезеров 12 шт. SPARKY 190491,1
22034801,,27.0,"{48:'Для кухни', 486:'Холодильники и морозильные камеры'}",75000.0,Двухкамерный холодильник Liebherr CNP 4056,1
22037445,,27.0,"{48:'Для кухни', 486:'Микроволновые печи'}",4990.0,Микроволновая печь соло Samsung ME81KRW-1,1
22038560,,60.0,"{178:'Для девочек', 179:'Обувь'}",1359.0,Босоножки,1
22049393,,25.0,{140:'Планшеты'},3490.0,Планшет Prestigio MultiPad 8.0 HD PMT5587 Black,1
22049921,,13.0,{137:'Игры для приставок'},990.0,Игра для Xbox Медиа World Of Tanks,1
22050211,,25.0,{140:'Планшеты'},11548.0,Планшет Samsung SM-T235 Galaxy Tab 4 7.0 - 8Gb LTE,1
22051124,,47.0,{127:'Велосипеды и самокаты'},7790.0,Велосипед для малыша Capella Racer Trike Grand,1
22051548,,38.0,{45:'Столы и стулья'},6690.0,Стол барный Dolce белый,1
22051909,,26.0,"{132:'Музыкальные центры, магнитолы'}",37390.0,CD проигрыватель Onkyo C-N7050 black,1
22055976,,60.0,"{110:'Брюки', 178:'Для мальчиков'}",671.0,Шорты в полоску,1
22061172,,38.0,{45:'Текстиль и ковры'},890.0,"Покрывало Lord  Николь, размер 150*220",1
22063370,,25.0,{140:'Планшеты'},39990.0,Планшет HTC Nexus 9 LTE (черный),1
22065596,,38.0,{45:'Столы и стулья'},480.0,Табурет Классика 3 серый/бежевый,1
22066019,,60.0,"{110:'Комбинезоны и боди', 178:'Для мальчиков'}",789.0,Комбинезон с короткими рукавами,1
22067181,,60.0,"{110:'Брюки', 178:'Для мальчиков'}",890.0,Шорты,1
22067752,,34.0,"{5:'Шины, диски и колёса', 709:'Колёса'}",9200.0,Диск колесный с шиной,1
22069553,,57.0,{130:'Косметика'},499.0,"Тушь для Ресниц ""Виртуозный Объем""",1
22071790,,41.0,{143:'Lenovo'},19990.0,Lenovo Vibe X2 (белый),1
22078374,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",12000.0,Фара левая Porsche Cayenne Порше Кайен 957,1
22084269,,22.0,{175:'Аксессуары'},1390.0,Сумка LowePro Rezo TLZ 20 (черный),1
22084896,,34.0,"{5:'Шины, диски и колёса', 709:'Диски'}",1190.0,Литой диск Скад Акула 5.5x14/5x100 D57.1 ET35,1
22091827,,27.0,"{48:'Для кухни', 486:'Мелкая кухонная техника'}",5490.0,Электромясорубка Moulinex ME452839,1
22094523,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3410.0,Запчасти б/у и новые для toyota camry v50 (11-),1
22095159,,22.0,"{175:'Мужская одежда', 176:'Обувь'}",5593.0,Кроссовки Clarks,1
22096247,,47.0,{127:'Велосипеды и самокаты'},4690.0,Велосипед для малыша Stiony Trike A901-1 Violet,1
22097988,,25.0,{140:'Планшеты'},18990.0,Планшет Huawei MediaPad x1 (серебристый),1
22104206,,38.0,{45:'Кухонные гарнитуры'},6790.0,"Кухонный угол ""Б""",1
22107685,,44.0,{223:'Оборудование и аксессуары'},751.0,Штатив KJstar Z07-5 Bluetooth Green for Selfie,1
22112399,,38.0,{45:'Компьютерные столы и кресла'},8990.0,Кресло компьютерное College H-9152L-1 Черный,1
22115027,,22.0,"{175:'Мужская одежда', 176:'Верхняя одежда'}",23990.0,Куртка,1
22119326,,60.0,"{178:'Для девочек', 179:'Верхняя одежда'}",3119.0,Куртка,1
22133612,,47.0,{127:'Игрушки'},590.0,Легковой автомобиль Autoban УАЗ Хантер 42005,1
22135369,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",8000.0,Насос Гур Форд Фокус 2 новый,1
22135412,,22.0,{175:'Аксессуары'},22522.0,Сумка Furla,1
22137205,,60.0,"{178:'Для девочек', 179:'Обувь'}",1999.0,Босоножки,1
22138552,,60.0,"{178:'Для девочек', 179:'Верхняя одежда'}",3717.0,Комбинезон прогулочный,1
22147078,,25.0,{140:'Планшеты'},2500.0,Планшет со скидкой 70%,1
22149038,,22.0,"{83:'Обувь', 175:'Женская одежда'}",3149.0,Туфли,1
22151177,,22.0,{175:'Аксессуары'},6490.0,Сумка,1
22151492,,60.0,"{178:'Для девочек', 179:'Обувь'}",764.0,Балетки,1
22151900,,41.0,{143:'iPhone'},1145.0,Чехол для iPhone 6 MOMAX,1
22156088,,41.0,{143:'Nokia'},3990.0,Мобильный телефон Nokia X Dual SIM (зеленый),1
22156688,,11.0,{104:'Часы'},3220.0,Мужские часы Diesel,1
22164523,,50.0,{44:'Инструменты'},9701.0,Торцовочная пила Jet JMS-10 10000820M,1
22169385,,38.0,{45:'Освещение'},7500.0,"Ольга Ромашка"" Шикарные люстры на выбор. Доставим",1
22188732,,22.0,"{83:'Обувь', 175:'Женская одежда'}",3799.0,Босоножки на танкетке,1
22189297,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",2250.0,Крыло переднее Тойота Камри  V40,1
22197919,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4460.0,Запчасти б/у и новые для audi a5 (08-11),1
22200786,,41.0,{143:'iPhone'},11990.0,Акция на iPhone 4S в Спб,1
22212607,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",15000.0,Запчасти для АКПП 09D Фольксваген Туарег.,1
22216265,,22.0,"{83:'Верхняя одежда', 175:'Женская одежда'}",5499.0,"Куртка SOFT GREY, 61% шерсти",1
22223013,,25.0,{140:'Электронные книги'},5290.0,PocketBook 515 (серый),1
22223032,,22.0,{175:'Аксессуары'},18352.0,Сумка Furla,1
22223300,,38.0,{45:'Шкафы и комоды'},5150.0,"Белый комод ""Белла-7""",1
22224355,,60.0,"{178:'Для девочек', 179:'Обувь'}",1291.0,Сапоги,1
22224904,,26.0,"{132:'Акустика, колонки, сабвуферы'}",7000.0,Yamaha YST-SW 012 black,1
22227741,,47.0,{127:'Детские коляски'},11970.0,Детская коляска 2 в 1 Platinum BartPlast (Польша),1
22237357,,60.0,"{178:'Для девочек', 179:'Пижамы'}",1511.0,2пижамы,1
22237727,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",3900.0,платье Vip Style арт 259,1
22238954,,5.0,{165:'Зимние виды спорта'},7668.0,Горные лыжи Rossignol Zenith Z6 White/Red + кр. Z,1
22247104,,11.0,{104:'Ювелирные изделия'},12390.0,Золотые серьги SOKOLOV,1
22247783,,22.0,"{83:'Обувь', 175:'Женская одежда'}",8799.0,"Сапоги из кожи, стандартная полнота",1
22249636,,47.0,{127:'Игрушки'},5390.0,Игровая палатка Bony LI524,1
22257362,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3860.0,Запчасти б/у и новые для subaru legacy (04-),1
22261825,,47.0,{127:'Детские коляски'},12690.0,Прогулочная коляска Capella S-901 WF Air Сибирь 20,1
22263166,,60.0,"{110:'Брюки', 178:'Для мальчиков'}",690.0,Брюки спортивные IANA,1
22264751,,50.0,{44:'Инструменты'},2590.0,Аккумуляторная дрель-шуруповерт Ryobi 3001170(RCD1,1
22266334,,5.0,{165:'Зимние виды спорта'},16790.0,Горные лыжи Rossignol Temptation 84 2014-15 + кр.,1
22267525,,60.0,"{110:'Брюки', 178:'Для мальчиков'}",829.0,Брюки спортивные,1
22270398,,41.0,"{143:'Аксессуары', 480:'Зарядные устройства'}",1670.0,Внешний аккумулятор Yoobao Power Bank s3 6000 mAh,1
22275751,,41.0,"{143:'Аксессуары', 480:'Кабели и адаптеры'}",150.0,USB iPhone 5/iPad 4/iPad mini (3 m),1
22278377,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",3399.0,"Платье асимметричное с рисунком, 25% шелка",1
22282377,,22.0,"{83:'Обувь', 175:'Женская одежда'}",5949.0,Ботинки из кожи,1
22283930,,60.0,"{178:'Для девочек', 179:'Верхняя одежда'}",1946.0,Куртка,1
22285780,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",18900.0,Платье на выпускной в пол с камнями синие,1
22289224,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",15000.0,"Запчасти новые и бу Форд Фокус 2,3",1
22294434,,26.0,"{132:'Акустика, колонки, сабвуферы'}",12990.0,Сабвуфер Yamaha NS-SW200 rosewood,1
22298579,,22.0,{175:'Аксессуары'},5190.0,СУМКА MISS DIOR,1
22313101,,22.0,"{83:'Обувь', 175:'Женская одежда'}",7999.0,Туфли из кожи,1
22327832,,47.0,{127:'Детские коляски'},7990.0,Коляска трансформер Geoby C929-XT,1
22332329,,27.0,"{48:'Для кухни', 486:'Плиты'}",60490.0,Электроплита Electrolux EKC 96450 AX,1
22333003,,47.0,{127:'Автомобильные кресла'},13200.0,Автокресло детское Koala Ino Fix 9-36 кг + ПОДАРОК,1
22333445,,38.0,{45:'Шкафы и комоды'},7110.0,Эстель СВ-419 комод,1
22341521,,22.0,"{83:'Обувь', 175:'Женская одежда'}",5999.0,Босоножки кожаные,1
22344155,,60.0,"{178:'Для девочек', 179:'Другое'}",1001.0,Карнавальный костюм,1
22346718,,38.0,"{45:'Кровати, диваны и кресла'}",12990.0,Небольшой диван аккордеон 023,1
22351795,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",1699.0,Платье,1
22358237,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",0.0,"Капот (3двери, 5дверей) для Киа Сид",1
22360098,,29.0,{483:'Клавиатуры и мыши'},3700.0,Беспроводная клавиатура APPLE Wireless Keyboard Bl,1
22363074,,38.0,{45:'Шкафы и комоды'},14520.0,"Прихожая ""Сокол"" ВШ-3+ТП-3+ТП-4+ПЗ-4",1
22366779,,44.0,{223:'Зеркальные фотоаппараты'},11760.0,Canon SX510 цифровая камера,1
22371749,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",1199.0,Платье,1
22375039,,22.0,"{83:'Обувь', 175:'Женская одежда'}",2299.0,Босоножки на каблуке,1
22384061,,22.0,{175:'Аксессуары'},3490.0,LOUIS VUITTON,1
22390991,,22.0,"{83:'Рубашки и блузки', 175:'Женская одежда'}",1799.0,Рубашка без рукавов,1
22393174,,22.0,"{83:'Джинсы', 175:'Женская одежда'}",2449.0,Джинсы буткат,1
22393884,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5950.0,Капот Мазда 3,1
22400420,,22.0,"{83:'Платья и юбки', 175:'Женская одежда'}",2699.0,Платье в горошек,1
22402360,,22.0,"{175:'Мужская одежда', 176:'Обувь'}",3752.0,Кроссовки Saucony,1
22402455,,22.0,"{83:'Обувь', 175:'Женская одежда'}",4879.0,Сандалии кожаные,1
22404650,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",11810.0,Запчасти б/у и новые для chevrolet aveo t300 (11-),1
22406542,,38.0,{45:'Шкафы и комоды'},5400.0,Шкаф Эконом 2х дверный с зеркалом,1
22414838,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3880.0,Запчасти б/у и новые для hyundai i30 (12-),1
22416887,,22.0,"{83:'Купальники', 175:'Женская одежда'}",1549.0,Купальник цельный,1
22428242,,60.0,"{178:'Для девочек', 179:'Верхняя одежда'}",956.0,Ветровка,1
22428526,,22.0,"{175:'Мужская одежда', 176:'Джинсы'}",7500.0,Джинсы,1
22428922,,27.0,"{48:'Для кухни', 486:'Холодильники и морозильные камеры'}",37999.0,Холодильник LG GA-B409 SEQA,1
22429198,,38.0,{45:'Столы и стулья'},418.0,Стул Митек 9939 - стул складной малый без спинки,1
22434158,,22.0,"{83:'Обувь', 175:'Женская одежда'}",4799.0,Босоножки кожаные на каблуке,1
22435497,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",1249.0,Платье,1
22435656,,22.0,"{83:'Обувь', 175:'Женская одежда'}",2899.0,Туфли,1
22444613,,22.0,{175:'Аксессуары'},3890.0,Michael Kors Selma min синяя,1
22444799,,11.0,{104:'Часы'},21320.0,Часы Diesel,1
22451470,,38.0,{45:'Столы и стулья'},10770.0,Стол журнальный Берже 1С со стеклом,1
22451599,,34.0,"{5:'Запчасти', 598:'Для спецтехники'}",4232.0,Трос газа с ручкой для реверсивных виброплит (140,1
22458975,,38.0,{45:'Столы и стулья'},7552.0,Стол обеденный ОС-9 хром,1
22462635,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3980.0,Запчасти б/у и новые для volkswagen golf v (10/03-,1
22462882,,60.0,"{178:'Для девочек', 179:'Брюки'}",1099.0,Брюки укороченные,1
22469552,,27.0,"{48:'Для кухни', 486:'Плиты'}",19025.0,Газовая плита (50-55 см) Hansa FCGX52077,1
22470169,,38.0,{45:'Кухонные гарнитуры'},30800.0,Анна Кухня Онденс,1
22470929,,47.0,{127:'Детская мебель'},28000.0,"Детская кровать Корабль ""Мечта Пирата""",1
22470942,,25.0,{140:'Планшеты'},22990.0,Планшет Apple iPad mini 2 32Gb Wi-Fi Silver (ME280,1
22482968,,11.0,{104:'Часы'},18790.0,Мужские часы Casio GW-4000-1A G-Shock,1
22496504,,22.0,"{83:'Рубашки и блузки', 175:'Женская одежда'}",2449.0,Рубашка длинная,1
22497858,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4980.0,Запчасти б/у и новые для volkswagen polo (9/10-),1
22498760,,38.0,"{45:'Кровати, диваны и кресла'}",11600.0,Диван Амстердам-Евро Рогожка + эко кожа,1
22501173,,22.0,"{83:'Трикотаж', 175:'Женская одежда'}",7999.0,"Туника с длинными рукавами и вышивкой в тон, 45% л",1
22515324,,27.0,"{48:'Для дома', 487:'Пылесосы'}",8990.0,Пылесос моющий Zelmer VC7920.5SK Lime,1
22515947,,38.0,{45:'Компьютерные столы и кресла'},7365.0,Стол компьютерный Studio WRX-05 прямой черный ,1
22517889,,38.0,"{45:'Кровати, диваны и кресла'}",15990.0,Диван «Майами»,1
22519699,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3890.0,Запчасти б/у и новые для volvo s40 (04-),1
22521278,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",12000.0,Капот Audi Ауди Q3,1
22521917,,41.0,{143:'Samsung'},14990.0,Samsung Galaxy S4 mini Duos GT-I9192 (белый),1
22535209,,60.0,"{110:'Брюки', 178:'Для мальчиков'}",819.0,Шорты,1
22535356,,13.0,{137:'Игры для приставок'},1500.0,Call of Duty: Ghosts (русская документация) (PS4),1
22535389,,27.0,"{48:'Для дома', 487:'Стиральные машины'}",42320.0,Холодильник с нижней морозильной камерой LG GA-M58,1
22538838,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",6720.0,Запчасти б/у и новые для daewoo nexia (95-),1
22540843,,47.0,{127:'Детские коляски'},24209.0,Прогулочная коляска люлька CAM Linea Sport,1
22541518,,50.0,{44:'Стройматериалы'},18.0,Малярный стеклохолст - Oscar-эконом OS-35,1
22544360,,38.0,{45:'Шкафы и комоды'},19490.0,"Радиусный шкаф купе ""Радион-1"" крокодил/сев.дерево",1
22548215,,34.0,{5:'Аудио- и видеотехника'},18400.0,Штатная автомагнитола Hyundai H1 GPS Internet,1
22548948,,47.0,{127:'Детские коляски'},12900.0,Прогулочная коляска GEOBY C780,1
22559274,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3800.0,Крыло переднее Киа Оптима,1
22560268,,22.0,"{83:'Джинсы', 175:'Женская одежда'}",5600.0,Джинсы,1
22570282,,60.0,"{178:'Для девочек', 179:'Обувь'}",560.0,Пинетки,1
22578129,,22.0,"{83:'Обувь', 175:'Женская одежда'}",2889.0,Босоножки на платформе SOFT GREY,1
22583728,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3750.0,Бампер задний Ford Focus II / Форд Фокус 2 Седан,1
22583896,,22.0,"{83:'Свадебные платья', 175:'Женская одежда'}",4400.0,Шикарное свадебное платье,1
22584394,,60.0,"{178:'Для девочек', 179:'Верхняя одежда'}",3759.0,Куртка,1
22590066,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3920.0,Запчасти б/у и новые для mazda 6 (08-),1
22590202,,22.0,"{175:'Мужская одежда', 176:'Обувь'}",959.0,Высокие кеды LA REDOUTE CREATION,1
22599039,,11.0,{104:'Часы'},7985.0,Швейцарские наручные часы Candino C4488_3,1
22599337,,22.0,"{175:'Мужская одежда', 176:'Обувь'}",6560.0,Кроссовки New Balance,1
22602336,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3950.0,Бампер передний Шевроле Авео Т300,1
22604232,,38.0,{45:'Шкафы и комоды'},18800.0,"Прихожая ""Ольга-12"" с угловым шкафом,",1
22605044,,4.0,{156:'Горные'},27870.0,Горный двухподвес велосипед Stels Adrenalin Disc,1
22607423,,41.0,{143:'Samsung'},30490.0,Samsung Galaxy Note 4 LTE Новый/Ростест/Магазин,1
22612196,,38.0,{45:'Столы и стулья'},3690.0,Стол журнальный Маджеста-9 1378527 венге/клен азия,1
22615790,,22.0,{175:'Аксессуары'},5200.0,СУМКА CHANEL FLAP BAG,1
22623005,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",1093.0,Платье,1
22626467,,44.0,{223:'Компактные фотоаппараты'},7990.0,Цифровой фотоаппарат Olympus SZ-17 (черный),1
22629309,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",6000.0,Капот Chevrolet Lacetti седан / универсал,1
22632941,,22.0,"{83:'Обувь', 175:'Женская одежда'}",2249.0,Ботинки,1
22636499,,9.0,{51:'Посуда'},1200.0,Набор бокалов для шампанского с вашим текстом,1
22645066,,27.0,"{48:'Для кухни', 486:'Холодильники и морозильные камеры'}",31910.0,Холодильник с нижней морозильной камерой LG,1
22649139,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",3430.0,Запчасти б/у и новые для honda crv (12-),1
22654593,,22.0,"{83:'Рубашки и блузки', 175:'Женская одежда'}",1999.0,Блузка из струящегося материала,1
22661496,,41.0,{143:'iPhone'},18740.0,Акция на iPhone 5 в Спб,1
22672074,,13.0,{137:'Игровые приставки'},8399.0,Игровая приставка Microsoft Xbox 360E 4Gb + 3 игры,1
22673363,,34.0,"{5:'Шины, диски и колёса', 709:'Диски'}",790.0,Штампованный диск ГАЗ ВАЗ 2103 5x13/4x98 D60.5,1
22681102,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",969.0,Юбка короткая,1
22681360,,22.0,{175:'Аксессуары'},6900.0,Сумочка Chanel boy pink - W,1
22681701,,60.0,"{178:'Для девочек', 179:'Другое'}",538.0,Купальный костюм,1
22683648,,38.0,{45:'Столы и стулья'},699.0,Стулья на металлическом каркасе,1
22684824,,38.0,"{45:'Кровати, диваны и кресла'}",51990.0,Диван угловой Ткань двойной флок. 017 Бристоль,1
22684894,,60.0,"{110:'Обувь', 178:'Для мальчиков'}",4999.0,Кеды высокие из кожи,1
22685746,,38.0,{45:'Шкафы и комоды'},45000.0,"Шкаф ""Махараджей"" ручная работа - расписной массив",1
22688855,,27.0,"{48:'Для кухни', 486:'Мелкая кухонная техника'}",1600.0,Блендер стационарный Bosch MMR15A1,1
22690828,,22.0,"{83:'Обувь', 175:'Женская одежда'}",2249.0,Кеды низкие,1
22696025,,60.0,"{178:'Для девочек', 179:'Платья и юбки'}",999.0,Юбка,1
22702275,,47.0,{127:'Игрушки'},990.0,Игровая палатка Zhorya 008А-31ZYK,1
22706350,,34.0,"{5:'Шины, диски и колёса', 709:'Диски'}",6590.0,Литой диск Replica Nissan X-Trail (S612) 7x18/5x11,1
22709169,,41.0,"{143:'Аксессуары', 480:'Аккумуляторы'}",590.0,Аккумулятор Nokia BL-5C,1
22709326,,60.0,"{178:'Для девочек', 179:'Комбинезоны и боди'}",3122.0,Комбинезон прогулочный,1
22711708,,22.0,"{175:'Мужская одежда', 176:'Обувь'}",6993.0,Туфли Guess,1
22716986,,27.0,"{48:'Для кухни', 486:'Холодильники и морозильные камеры'}",3410.0,ЗИЛ,1
22722585,,22.0,"{83:'Другое', 175:'Женская одежда'}",6599.0,Кардиган,1
22724216,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",4890.0,Запчасти б/у и новые для honda civic (06-11) седан,1
22733180,,38.0,"{45:'Кровати, диваны и кресла'}",16990.0,Диван прямой аккордеон 022 - Барон,1
22735388,,38.0,{45:'Шкафы и комоды'},8900.0,Комод Муза дерево сосна с доставкой,1
22744373,,11.0,{104:'Часы'},4790.0,Мужской хронограф Tissot T-Sport PRC200,1
22758137,,27.0,"{48:'Для кухни', 486:'Плиты'}",19389.0,Газовая плита Ricci RGC 5050 SL,1
22760122,,60.0,"{178:'Для девочек', 179:'Обувь'}",2399.0,Кеды низкие,1
22761308,,22.0,"{83:'Верхняя одежда', 175:'Женская одежда'}",6999.0,Пальто без воротника с рукавами 3/4,1
22765800,,11.0,{104:'Ювелирные изделия'},4300.0,Кулон ВЕСЫ.,1
22767114,,44.0,{223:'Зеркальные фотоаппараты'},26490.0,Фотоаппарат зеркальный Nikon D3300 Kit 18-55 VR,1
22771491,,47.0,{127:'Игрушки'},792.0,Игровой центр Intex Домик 45642,1
22785793,,13.0,{137:'Игровые приставки'},685.0,Джойстик для PS3,1
22786399,,22.0,"{83:'Обувь', 175:'Женская одежда'}",3990.0,Кеды на танкетке Keddo с доставкой,1
22788906,,27.0,"{48:'Для дома', 487:'Стиральные машины'}",38260.0,Стиральная машина Bosch WAE 24447 OE,1
22795687,,4.0,{156:'Горные'},20494.5,Велосипед  Forward NEXT 2.0 disc,1
22797455,,60.0,"{110:'Трикотаж', 178:'Для мальчиков'}",403.0,Футболка,1
22805738,,34.0,"{5:'Запчасти', 598:'Для автомобилей'}",5850.0,Запчасти б/у и новые для toyota corolla e150  (06-,1
22811620,,38.0,{45:'Подставки и тумбы'},142710.0,Комод STAR,1
22813871,,22.0,"{83:'Обувь', 175:'Женская одежда'}",1869.0,Босоножки,1
